"NAME","TYPE","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","BILLINGCOUNTRY","SHIPPINGSTREET","SHIPPINGCITY","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGCOUNTRY","PHONE","WEBSITE","INDUSTRY","OWNERSHIP","NUMBEROFEMPLOYEES","RATING","DESCRIPTION","Supplier_Company_Id__c"
"Test acc 3889","Other","9 Tagore Lane
Singapore, Singapore 787472
Singapore","Ashford","TX","SG8 5HL","GB","Test acc 2157","ZUMPANGO","AL","HKSAR","HK",4432233,"www.Test acc 3889.com","Banking","Subsidiary",23,"Warm","Commerical logistics and transportation company.",4322
"Test acc 389","Prospect","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","ARDOOIE","TX","SO51 0HR","GB","345 Shoreline Park
Mountain View, CA 94043
USA","Zhuhai","AL",0,"MX",3232222,"www.Test acc 389.com","Biotechnology","Other",452,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4323
"Test acc 3890","Customer - Direct","The Landmark @ One Market","Arden","TX","ST 18 OWP","US","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Zhejiang","AR-B",6300,"CH",3131309,"www.Test acc 3890.com","Chemicals","Public",345,"Warm","World's third largest oil and gas company.",4324
"Test acc 3891","Customer - Channel","1301 Avenue of the Americas 
New York, NY 10019
USA","APODACA","TX","SW6 4TN","GB","DHE010828K6A","Zhaoyuan","AT-5",0,"MX",1525536,"www.Test acc 3891.com","Communications","Private",2,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4325
"Test acc 3892","Channel Partner / Reseller","1301 Hoch Drive","APODACA","TX","SW7 3RP","GB","CES081007NE0","ZAPOPAN","AT-6",519085,"CN",1489809,"www.Test acc 3892.com","Construction","Subsidiary",345,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4326
"Test acc 3893","Installation Partner","2 Place Jussieu","APODACA","TX","TN24 8DH","GB","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","ZAPOPAN","AU-NS",315000,"CN",1213131,"www.Test acc 3893.com","Consulting","Other",1,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4327
"Test acc 3894","Technology Partner","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","APODACA","TX","TW15 2RP","AU","1301 Avenue of the Americas 
New York, NY 10019
USA","ZAPOPAN","AU-NS",265406,"CN",993822,"www.Test acc 3894.com","Education","Public",235,"Warm","Commerical logistics and transportation company.",4328
"Test acc 3895","Other","312 Constitution Place
Austin, TX 78767
USA","APODACA","TX","UB2 5LJ","GB","1301 Hoch Drive","ZACATECAS","AU-NS",0,"MX",982983,"www.Test acc 3895.com","Electronics","Private",23,"Hot","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4329
"Test acc 3896","Prospect","345 Shoreline Park
Mountain View, CA 94043
USA","APIZACO","TX",0,"US","2 Place Jussieu","Zaandam","AU-NS",45235,"MX",897767,"www.Test acc 3896.com","Energy","Subsidiary",45,"Warm","World's third largest oil and gas company.",4330
"Test acc 3897","Customer - Direct","525 S. Lexington Ave","Anderson","TX",0,"US","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","York","AU-NS",45236,"MX",883722,"www.Test acc 3897.com","Engineering","Other",23,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4331
"Test acc 3898","Customer - Channel","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","AMARILLO","TX",0,"AU","Test acc 2157","YORK","AU-NS",0,"MX",782833,"www.Test acc 3898.com","Entertainment","Public",45,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4332
"Test acc 3899","Channel Partner / Reseller","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","ALVARO OBREGON","TX",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","Yiwu","AU-NS","1505 HK","NL",774288,"www.Test acc 3899.com","Environmental","Private",234,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4333
"Test acc 39","Installation Partner","9 Tagore Lane
Singapore, Singapore 787472
Singapore","ALVARO OBREGON","TX",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Yiwu","AU-NS",68467,"US",767282,"www.Test acc 39.com","Finance","Subsidiary",52,"Cold","Commerical logistics and transportation company.",4334
"Test acc 390","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","Algonquin","TX",0,"MX","DHE010828K6A","Yangjiang","AU-NS",68467,"US",767262,"www.Test acc 390.com","Food & Beverage","Other",436,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4335
"Test acc 3900","Other","The Landmark @ One Market","ALCOMAN","TX",0,"MX","CES081007NE0","YANGA","AU-QL",322000,"CN",666666,"www.Test acc 3900.com","Government","Public",3,"Hot","World's third largest oil and gas company.",4336
"Test acc 3901","Prospect","1301 Avenue of the Americas 
New York, NY 10019
USA","Aiwo","TX",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","XXXXX","AU-QL",322000,"CN",622511,"www.Test acc 3901.com","Healthcare","Private",456,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4337
"Test acc 3902","Customer - Direct","1301 Hoch Drive","Ahmedabad","TX",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","XXXX","AU-SA",529500,"CN",598594,"www.Test acc 3902.com","Hospitality","Subsidiary",457,"Cold","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4338
"Test acc 3903","Customer - Channel","2 Place Jussieu","Ahmedabad","TX",0,"MX","1301 Hoch Drive","XXX","AU-TS",94930,"MX",524252,"www.Test acc 3903.com","Insurance","Other",4,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4339
"Test acc 3904","Channel Partner / Reseller","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","AGUASCALIENTES","TX",0,"MX","2 Place Jussieu","Xiamen","AU-VI",0,"US",498331,"www.Test acc 3904.com","Machinery","Public",6,"Hot","Commerical logistics and transportation company.",4340
"Test acc 3905","Installation Partner","312 Constitution Place
Austin, TX 78767
USA","AGUASCALIENTES","TX",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Xiamen","AU-VI",0,"AR",378283,"www.Test acc 3905.com","Manufacturing","Private",856,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4341
"Test acc 3906","Technology Partner","345 Shoreline Park
Mountain View, CA 94043
USA","AGUASCALIENTES","TX",0,"MX","Test acc 2157","X","AU-VI",0,"US",187520,"www.Test acc 3906.com","Media","Subsidiary","Cold","World's third largest oil and gas company.",,4342
"Test acc 3907","Other","525 S. Lexington Ave","AGUASCALIENTES","TX",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","X","AU-VI",361021,"CN",123123,"www.Test acc 3907.com","Not For Profit","Other",34,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4343
"Test acc 3908","Prospect","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","ADDISON","UK",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","X","AU-VI",361100,"CN",98389,"www.Test acc 3908.com","Recreation","Public",6,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4344
"Test acc 3909","Customer - Direct","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","ACAPULCO","WA",0,"AR","DHE010828K6A","X","AU-VI",0,"CA",89292,"www.Test acc 3909.com","Retail","Private",34,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4345
"Test acc 391","Customer - Channel","9 Tagore Lane
Singapore, Singapore 787472
Singapore","Abridge","WA",0,"MX","CES081007NE0","X","AU-VI",0,"MX",80989,"www.Test acc 391.com","Shipping","Subsidiary",57,"Warm","Commerical logistics and transportation company.",4346
"Test acc 3910","Channel Partner / Reseller","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","38-42 Kwai Fung Crescent , Kwai Chung","WA",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","x","AU-VI",0,"MX",69604,"www.Test acc 3910.com","Technology","Other",675,"Hot","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4347
"Test acc 3911","Installation Partner","The Landmark @ One Market","Zurich","WI",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","X","AU-VI",0,"MX",46446,"www.Test acc 3911.com","Telecommunications","Public",8,"Warm","World's third largest oil and gas company.",4348
"Test acc 3912","Technology Partner","1301 Avenue of the Americas 
New York, NY 10019
USA","ZUMPANGO","WI",0,"MX","1301 Hoch Drive","X","AU-VI",0,"MX",44263,"www.Test acc 3912.com","Transportation","Private",5134,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4349
"Test acc 3913","Other","1301 Hoch Drive","Zhuhai","WI",0,"MX","2 Place Jussieu","X","AU-VI",0,"MX",8850,"www.Test acc 3913.com","Utilities","Subsidiary",3,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4350
"Test acc 3914","Prospect","2 Place Jussieu","Zhejiang","AL",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","X","AU-VI",0,"MX",7710,"www.Test acc 3914.com","Other","Other",412,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4351
"Test acc 3915","Customer - Direct","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Zhaoyuan","AL",0,"MX","Test acc 2157","X","AU-VI",0,"MX",6300,"www.Test acc 3915.com","Agriculture","Public",12341,"Warm","Commerical logistics and transportation company.",4352
"Test acc 3916","Customer - Channel","312 Constitution Place
Austin, TX 78767
USA","ZAPOPAN","AL",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","X","AU-WA",0,"MX",6026,"www.Test acc 3916.com","Apparel","Private",1234,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4353
"Test acc 3917","Channel Partner / Reseller","345 Shoreline Park
Mountain View, CA 94043
USA","ZAPOPAN","AR-B",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","X","AU-WA",0,"MX","(014) 427-4427","www.Test acc 3917.com","Banking","Subsidiary",23412341,"Hot","World's third largest oil and gas company.",4354
"Test acc 3918","Installation Partner","525 S. Lexington Ave","ZAPOPAN","AT-5",0,"MX","DHE010828K6A","X","AU-WA",0,"MX","(212) 842-5500","www.Test acc 3918.com","Biotechnology","Other",23412,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4355
"Test acc 3919","Technology Partner","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","ZACATECAS","AT-6",0,"MX","CES081007NE0","X","BD-2",0,"US","(312) 596-1000","www.Test acc 3919.com","Chemicals","Public",234,"Cold","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4356
"Test acc 392","Other","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","Zaandam","AU-NS",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","X","BD-3",0,"US","(336) 222-7000","www.Test acc 392.com","Communications","Private",12341,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4357
"Test acc 3920","Prospect","9 Tagore Lane
Singapore, Singapore 787472
Singapore","York","AU-NS",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","X","BD-3",0,"US","(415) 901-7000","www.Test acc 3920.com","Construction","Subsidiary",234,"Hot","Commerical logistics and transportation company.",4358
"Test acc 3921","Customer - Direct","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","YORK","AU-NS",0,"MX","1301 Hoch Drive","X","BD-3",0,"US","(503) 421-7800","www.Test acc 3921.com","Consulting","Other",45,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4359
"Test acc 3922","Customer - Channel","The Landmark @ One Market","Yiwu","AU-NS",0,"MX","2 Place Jussieu","X","BD-3",0,"US","(512) 757-6000","www.Test acc 3922.com","Education","Public",23,"Cold","World's third largest oil and gas company.",4360
"Test acc 3923","Channel Partner / Reseller","1301 Avenue of the Americas 
New York, NY 10019
USA","Yiwu","AU-NS",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","X","BD-3",0,"US","(520) 773-9050","www.Test acc 3923.com","Electronics","Private",345,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4361
"Test acc 3924","Installation Partner","1301 Hoch Drive","Yangjiang","AU-NS",0,"MX","Test acc 2157","X","BD-3",0,"US","(650) 450-8810","www.Test acc 3924.com","Energy","Subsidiary",1234,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4362
"Test acc 3925","Technology Partner","2 Place Jussieu","YANGA","AU-NS",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","X","BD-3",0,"US","(650) 867-3450","www.Test acc 3925.com","Engineering","Other",345,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4363
"Test acc 3926","Other","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","XXXXX","AU-NS",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","X","BE-VBR",0,"US","(785) 241-6200","www.Test acc 3926.com","Entertainment","Public",52,"Cold","Commerical logistics and transportation company.",4364
"Test acc 3927","Prospect","312 Constitution Place
Austin, TX 78767
USA","XXXX","AU-NS",0,"MX","DHE010828K6A","X","CA",0,"US","+44 191 4956203","www.Test acc 3927.com","Environmental","Private",35234,"Hot","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4365
"Test acc 3928","Customer - Direct","345 Shoreline Park
Mountain View, CA 94043
USA","XXX","AU-QL",0,"MX","CES081007NE0","X","CA",0,"US","ZCA1001204KA","www.Test acc 3928.com","Finance","Subsidiary",1234123,"Warm","World's third largest oil and gas company.",4366
"Test acc 3929","Customer - Channel","525 S. Lexington Ave","Xiamen","AU-QL",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","X","CA",0,"US","ZARA710510R37","www.Test acc 3929.com","Food & Beverage","Other",43,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4367
"Test acc 393","Channel Partner / Reseller","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Xiamen","AU-SA",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","X","CA",0,"US","ZAMM6203256N0","www.Test acc 393.com","Government","Public",45,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4368
"Test acc 3930","Installation Partner","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","x","AU-TS",0,"MX","1301 Hoch Drive","X","CA",0,"US","ZAAM911823MD5","www.Test acc 3930.com","Healthcare","Private",23,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4369
"Test acc 3931","Technology Partner","9 Tagore Lane
Singapore, Singapore 787472
Singapore","X","AU-VI",0,"MX","2 Place Jussieu","X","CA",0,"US","YARM791119RC8","www.Test acc 3931.com","Hospitality","Subsidiary",45,"Warm","Commerical logistics and transportation company.",4370
"Test acc 3932","Other","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","X","AU-VI",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","X","CA-ON",0,"US","WOR980325DE2","www.Test acc 3932.com","Insurance","Other",234,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4371
"Test acc 3933","Prospect","The Landmark @ One Market","X","AU-VI",0,"MX","Test acc 2157","Wujing City","CA-ON",0,"US","WOCK8001036H7","www.Test acc 3933.com","Machinery","Public",5234,"Warm","World's third largest oil and gas company.",4372
"Test acc 3934","Customer - Direct","1301 Avenue of the Americas 
New York, NY 10019
USA","X","AU-VI",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","Winston Salem","CA-ON",0,"US","WME000218GK3","www.Test acc 3934.com","Manufacturing","Private",52345234,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4373
"Test acc 3935","Customer - Channel","1301 Hoch Drive","X","AU-VI",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","WILMINGTON","CA-ON",0,"US","WIN0112032I0","www.Test acc 3935.com","Media","Subsidiary",64356,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4374
"Test acc 3936","Channel Partner / Reseller","2 Place Jussieu","X","AU-VI",0,"MX","DHE010828K6A","Westlake","CH-VD",213172,"CN","WDM0010313V3","www.Test acc 3936.com","Not For Profit","Other",35,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4375
"Test acc 3937","Installation Partner","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","X","AU-VI",0,"MX","CES081007NE0","West Melbourne","CH-ZH",27104,"US","WCM081013DVA","www.Test acc 3937.com","Recreation","Public",76457,"Hot","Commerical logistics and transportation company.",4376
"Test acc 3938","Technology Partner","312 Constitution Place
Austin, TX 78767
USA","X","AU-VI",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","WEST ALTON","CN-FJ",1887,"US","WAC0606074L3","www.Test acc 3938.com","Retail","Private",4567,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4377
"Test acc 3939","Other","345 Shoreline Park
Mountain View, CA 94043
USA","X","AU-VI",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","Wenzhou","CN-FJ",44145,"US","VOHG610127LP3","www.Test acc 3939.com","Shipping","Subsidiary",3456,"Cold","World's third largest oil and gas company.",4378
"Test acc 394","Prospect","525 S. Lexington Ave","X","AU-VI",0,"MX","1301 Hoch Drive","Wenzhou","CN-FJ",3003,"AU","VMI940824FBA","www.Test acc 394.com","Technology","Other",56745,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4379
"Test acc 3940","Customer - Direct","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","X","AU-VI",0,"MX","2 Place Jussieu","Weihai","CN-FJ",63386,"US","VJL1110314U7","www.Test acc 3940.com","Telecommunications","Public",456745,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4380
"Test acc 3941","Customer - Channel","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","X","AU-VI",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Weifang","CN-FJ",325000,"CN","VIT051007PM2","www.Test acc 3941.com","Transportation","Private",456745,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4381
"Test acc 3942","Channel Partner / Reseller","9 Tagore Lane
Singapore, Singapore 787472
Singapore","X","AU-VI",0,"MX","Test acc 2157","Weifang","CN-GD",325011,"CN","VIMV661007QFA","www.Test acc 3942.com","Utilities","Subsidiary",23,"Cold","Commerical logistics and transportation company.",4382
"Test acc 3943","Installation Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","X","AU-WA",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","Waupaca","CN-GD",264200,"CN","VEVR7501289H2","www.Test acc 3943.com","Other","Other",2345,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4383
"Test acc 3944","Technology Partner","The Landmark @ One Market","X","AU-WA",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Warren","CN-GD",261031,"CN","VEVF841122GX5","www.Test acc 3944.com","Apparel","Private",145000,"Warm","World's third largest oil and gas company.",4384
"Test acc 3945","Other","1301 Avenue of the Americas 
New York, NY 10019
USA","X","AU-WA",0,"MX","DHE010828K6A","WARREN","CN-GD",261041,"CN","VERM751021EM9","www.Test acc 3945.com","Consulting","Other",39000,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4385
"Test acc 3946","Prospect","1301 Hoch Drive","X","AZ",0,"MX","CES081007NE0","Warren","CN-GD",54981,"US","VEN071101A79","www.Test acc 3946.com","Electronics","Private",265,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4386
"Test acc 3947","Customer - Direct","2 Place Jussieu","X","BD-2",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","Wanchai","CN-GD",15086,"US","VEMD790520J8","www.Test acc 3947.com","Construction","Subsidiary",1000,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4387
"Test acc 3948","Customer - Channel","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","X","BD-3",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","Wanchai","CN-GD",48092,"US","VELC530619G12","www.Test acc 3948.com","Communications","Private",12300,"Warm","Commerical logistics and transportation company.",4388
"Test acc 3949","Channel Partner / Reseller","312 Constitution Place
Austin, TX 78767
USA","X","BD-3",0,"MX","1301 Hoch Drive","Wanchai","CN-GD",48093,"US","VEL070119UA7","www.Test acc 3949.com","Banking","Subsidiary",5600,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4389
"Test acc 395","Installation Partner","345 Shoreline Park
Mountain View, CA 94043
USA","X","BD-3",0,"MX","2 Place Jussieu","Wan Chai","CN-GD",0,"HK","VEHR440623IT7","www.Test acc 395.com","Agriculture","Public",2680,"Hot","World's third largest oil and gas company.",4390
"Test acc 3950","Technology Partner","525 S. Lexington Ave","X","BD-3",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Wals/Salzburg","CN-GD",11111,"HK","VEEG7107305E9","www.Test acc 3950.com","Biotechnology","Other",9000,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4391
"Test acc 3951","Other","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","X","BD-3",0,"MX","Test acc 2157","VINCENNES","CN-GD","HKSAR","HK","VEAC7707091J4","www.Test acc 3951.com","Chemicals","Public",2342,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4392
"Test acc 3952","Prospect","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","X","BD-3",0,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","VILLAHERMOSA","CN-GD","HKSAR","HK","VCO080523FK4","www.Test acc 3952.com","Education","Public",3000,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4393
"Test acc 3953","Customer - Direct","9 Tagore Lane
Singapore, Singapore 787472
Singapore","X","BD-3",0,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Verl","CN-GD",5071,"AT","VCE051014QN4","www.Test acc 3953.com","Energy","Subsidiary",120,"Cold","Commerical logistics and transportation company.",4394
"Test acc 3954","Customer - Channel","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","X","BE-VBR",0,"MX","DHE010828K6A","VERACRUZ","CN-JS",47591,"US","VAU7912221E8","www.Test acc 3954.com","Engineering","Other",24000,"Hot","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4395
"Test acc 3955","Channel Partner / Reseller","The Landmark @ One Market","X","CA",0,"MX","CES081007NE0","VERACRUZ","CN-JS",86280,"MX","VASY8511137N5","www.Test acc 3955.com","Entertainment","Public",234234,"Warm","World's third largest oil and gas company.",4396
"Test acc 3956","Installation Partner","1301 Avenue of the Americas 
New York, NY 10019
USA","X","CA",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","VERACRUZ","CN-JS",33415,"DE","VAMR431202565","www.Test acc 3956.com","Environmental","Private",2342,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",4397
"Test acc 3957","Technology Partner","1301 Hoch Drive","X","CA",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","VENUSTIANO CARRANZA","CN-JS",0,"MX","VAMA700828JV3","www.Test acc 3957.com","Finance","Subsidiary",4,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",4398
"Test acc 3958","Other","2 Place Jussieu","Wujing City","CA",0,"MX","1301 Hoch Drive","Vedene","CN-JS",91170,"MX","VALL760329844","www.Test acc 3958.com","Food & Beverage","Other",234,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",4399
"Test acc 3959","Prospect","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Winston Salem","CA",0,"MX","2 Place Jussieu","Vadnais Heights","CN-SD",91700,"MX","VAGO701205674","www.Test acc 3959.com","Government","Public",23,"Warm","Commerical logistics and transportation company.",4400
"Test acc 396","Customer - Direct","312 Constitution Place
Austin, TX 78767
USA","WILMINGTON","CA",0,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Utrecht","CN-SD",15850,"MX","VAFM2701318Y8","www.Test acc 396.com","Healthcare","Private",45,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",4401
"Test acc 3960","Customer - Channel","345 Shoreline Park
Mountain View, CA 94043
USA","Westlake","CA",0,"MX","Test acc 2157","Tutlitlan","CN-SD",84275,"FR","VACH640322NQ1","www.Test acc 3960.com","Hospitality","Subsidiary",234,"Warm","World's third largest oil and gas company.",4402
